close,epoch,high,low,open
1.07675,1714979700,1.07694,1.07647,1.07654
1.07638,1714980600,1.07695,1.07629,1.07675
1.07618,1714981500,1.07654,1.07603,1.07639
1.07697,1714982400,1.07697,1.07577,1.07616
1.07751,1714983300,1.07751,1.07669,1.07697
1.07703,1714984200,1.07762,1.07698,1.07751
1.07686,1714985100,1.07703,1.0767,1.07703
1.07674,1714986000,1.07691,1.07662,1.07686
1.0767,1714986900,1.07706,1.07669,1.07674
1.0768,1714987800,1.07702,1.0767,1.07671
1.07696,1714988700,1.07721,1.07664,1.0768
1.07684,1714989600,1.07727,1.07683,1.07696
1.07688,1714990500,1.07722,1.07663,1.07684
1.07706,1714991400,1.07709,1.0767,1.07688
1.07722,1714992300,1.07732,1.07685,1.07707
1.0769,1714993200,1.07722,1.0769,1.07722
1.07735,1714994100,1.07743,1.0769,1.0769
1.07729,1714995000,1.07738,1.07712,1.07735
1.07726,1714995900,1.0774,1.07709,1.0773
1.07793,1714996800,1.07795,1.07723,1.07726
1.07834,1714997700,1.07844,1.07787,1.07792
1.07878,1714998600,1.07888,1.07828,1.07834
1.07875,1714999500,1.07908,1.07858,1.07878
1.07835,1715000400,1.07889,1.07822,1.07875
1.07834,1715001300,1.07862,1.07826,1.07835
1.07835,1715002200,1.07852,1.07812,1.07834
1.07867,1715003100,1.07876,1.07814,1.07835
1.07862,1715004000,1.07868,1.07829,1.07867
1.07841,1715004900,1.07869,1.07827,1.07864
1.07809,1715005800,1.07847,1.07807,1.07847
1.07803,1715006700,1.07819,1.07786,1.07814
1.07754,1715007600,1.07803,1.07754,1.07803
1.07763,1715008500,1.07764,1.07746,1.07753
1.07767,1715009400,1.07787,1.07757,1.07763
1.07789,1715010300,1.07797,1.07767,1.07767
1.07745,1715011200,1.07788,1.07744,1.07788
1.07726,1715012100,1.07748,1.07713,1.07745
1.0775,1715013000,1.07751,1.07716,1.07726
1.07744,1715013900,1.07756,1.0773,1.0775
1.07755,1715014800,1.07765,1.07744,1.07744
1.07745,1715015700,1.07759,1.07743,1.07755
1.0776,1715016600,1.07764,1.07738,1.07745
1.07742,1715017500,1.07764,1.07732,1.0776
1.07727,1715018400,1.07752,1.07725,1.07742
1.07737,1715019300,1.07748,1.07722,1.07727
1.07733,1715020200,1.07747,1.07726,1.07738
1.07747,1715021100,1.07752,1.07722,1.07733
1.07708,1715022000,1.07748,1.07708,1.07747
1.07677,1715022900,1.07708,1.07672,1.07708
1.07677,1715023800,1.07685,1.07667,1.07677
1.07674,1715024700,1.07688,1.07668,1.07677
1.07674,1715025600,1.07683,1.07663,1.07674
1.07676,1715026500,1.07679,1.07671,1.07674
1.07694,1715027400,1.07697,1.07674,1.07677
1.07694,1715028300,1.07704,1.07693,1.07693
1.07684,1715029200,1.07705,1.07682,1.07687
1.07681,1715030100,1.07687,1.07677,1.07684
1.077,1715031000,1.0771,1.0768,1.07681
1.07689,1715031900,1.07713,1.07688,1.077
1.07697,1715032800,1.07709,1.0769,1.0769
1.07697,1715033700,1.07703,1.07695,1.07697
1.07692,1715034600,1.07697,1.07686,1.07697
1.07687,1715035500,1.07692,1.07686,1.07692
1.07666,1715036400,1.07687,1.07665,1.07687
1.07673,1715037300,1.07675,1.07662,1.07666
1.07673,1715038200,1.07683,1.07661,1.07673
1.07673,1715039100,1.07689,1.07668,1.07672
1.07679,1715040000,1.07694,1.07667,1.07674
1.07709,1715040900,1.07711,1.07679,1.07679
1.07733,1715041800,1.07744,1.077,1.07709
1.07751,1715042700,1.07762,1.07728,1.07734
1.07723,1715043600,1.07769,1.07716,1.07751
1.07673,1715044500,1.07727,1.07673,1.07723
1.07658,1715045400,1.07674,1.07652,1.07673
1.07657,1715046300,1.07663,1.07642,1.07658
1.07653,1715047200,1.07662,1.07643,1.07657
1.07638,1715048100,1.07655,1.07608,1.07652
1.07644,1715049000,1.07667,1.07636,1.07638
1.07638,1715049900,1.07662,1.07628,1.07644
1.0765,1715050800,1.0765,1.07632,1.07638
1.07668,1715051700,1.07675,1.0765,1.0765
1.07669,1715052600,1.07685,1.07667,1.07668
1.07687,1715053500,1.0769,1.07669,1.07669
1.07687,1715054400,1.07695,1.07675,1.07687
1.07683,1715055300,1.07687,1.07673,1.07687
1.07642,1715056200,1.07683,1.07632,1.07683
1.07658,1715057100,1.07669,1.07642,1.07642
1.07682,1715058000,1.07683,1.07652,1.07658
1.07693,1715058900,1.07694,1.07666,1.07682
1.07646,1715059800,1.07693,1.07641,1.07693
1.0758,1715060700,1.07646,1.07574,1.07646
1.07583,1715061600,1.076,1.07554,1.07581
1.07596,1715062500,1.07606,1.07566,1.07583
1.07611,1715063400,1.07611,1.07544,1.07595
1.07635,1715064300,1.07644,1.07601,1.07611
1.07632,1715065200,1.07673,1.07626,1.07636
1.07639,1715066100,1.07672,1.07609,1.07631
1.07664,1715067000,1.07679,1.07619,1.07639
1.07648,1715067900,1.07695,1.0762,1.07664
1.07564,1715068800,1.07653,1.07558,1.07648
1.07591,1715069700,1.07623,1.07562,1.07566
1.0763,1715070600,1.07648,1.07591,1.07591
1.07639,1715071500,1.0764,1.07604,1.0763
1.07621,1715072400,1.07641,1.07609,1.07639
1.07577,1715073300,1.07631,1.07577,1.07622
1.07566,1715074200,1.07602,1.07562,1.07577
1.07597,1715075100,1.07609,1.07553,1.07566
1.0763,1715076000,1.07635,1.07585,1.07597
1.07638,1715076900,1.07655,1.07616,1.07631
1.07644,1715077800,1.0765,1.07618,1.07638
1.07689,1715078700,1.07696,1.0764,1.07644
1.07688,1715079600,1.07702,1.07656,1.0769
1.07679,1715080500,1.07702,1.07657,1.07687
1.07658,1715081400,1.07687,1.07653,1.07679
1.07667,1715082300,1.07679,1.07628,1.07658
1.07673,1715083200,1.07683,1.07644,1.07667
1.07728,1715084100,1.07745,1.07671,1.07674
1.07786,1715085000,1.07793,1.07727,1.07728
1.07755,1715085900,1.0779,1.07741,1.07785
1.07767,1715086800,1.07801,1.07741,1.07755
1.07804,1715087700,1.07805,1.07766,1.07767
1.07854,1715088600,1.07875,1.07802,1.07804
1.07808,1715089500,1.07859,1.07801,1.07854
1.07776,1715090400,1.07825,1.0777,1.07808
1.0777,1715091300,1.07789,1.07746,1.07771
1.07742,1715092200,1.07771,1.07737,1.07769
1.0778,1715093100,1.07782,1.07729,1.07743
1.07787,1715094000,1.07828,1.07767,1.07779
1.07761,1715094900,1.07806,1.07758,1.07787
1.07716,1715095800,1.07767,1.077,1.07761
1.07667,1715096700,1.07748,1.07667,1.07716
1.07733,1715097600,1.0774,1.07664,1.07666
1.0774,1715098500,1.07742,1.07717,1.07733
1.07708,1715099400,1.07744,1.07696,1.07741
1.07704,1715100300,1.07716,1.07675,1.07708
1.07619,1715101200,1.07707,1.07605,1.07704
1.07608,1715102100,1.0762,1.07562,1.07619
1.07619,1715103000,1.07645,1.07597,1.07609
1.07568,1715103900,1.07619,1.07567,1.07619
1.07551,1715104800,1.07568,1.07536,1.07568
1.07509,1715105700,1.07552,1.07496,1.0755
1.07514,1715106600,1.07514,1.07479,1.07509
1.07514,1715107500,1.07522,1.07488,1.07513
1.07539,1715108400,1.07554,1.07514,1.07515
1.07532,1715109300,1.07541,1.07518,1.07539
1.07542,1715110200,1.07548,1.07528,1.07532
1.07573,1715111100,1.07577,1.07542,1.07542
1.07553,1715112000,1.07565,1.07546,1.07564
1.07551,1715112900,1.07558,1.07549,1.07553
1.07552,1715113800,1.07553,1.07549,1.07551
1.07546,1715114700,1.07558,1.07546,1.07552
1.07556,1715115600,1.07559,1.07539,1.07544
1.07553,1715116500,1.07562,1.07552,1.07556
1.07551,1715117400,1.07555,1.0755,1.07553
1.07561,1715118300,1.07564,1.0755,1.0755
1.07532,1715119200,1.07562,1.07526,1.07562
1.07533,1715120100,1.07535,1.07532,1.07532
1.07517,1715121000,1.07542,1.07516,1.07534
1.07512,1715121900,1.07519,1.07508,1.07516
1.07499,1715122800,1.07514,1.07498,1.07512
1.07492,1715123700,1.07507,1.07491,1.07499
1.07498,1715124600,1.07504,1.07492,1.07492
1.075,1715125500,1.07516,1.07475,1.07498
1.07515,1715126400,1.07523,1.0747,1.075
1.07527,1715127300,1.07541,1.0751,1.07515
1.07508,1715128200,1.07543,1.07505,1.07527
1.07478,1715129100,1.07517,1.07475,1.07508
1.07472,1715130000,1.07488,1.07456,1.07478
1.07441,1715130900,1.07477,1.07414,1.07471
1.07436,1715131800,1.07446,1.07415,1.07441
1.07404,1715132700,1.07441,1.07402,1.07436
1.074,1715133600,1.07405,1.07382,1.07405
1.07387,1715134500,1.07425,1.07384,1.074
1.07397,1715135400,1.07397,1.07382,1.07387
1.07414,1715136300,1.07418,1.07398,1.07398
1.07413,1715137200,1.07416,1.07387,1.07414
1.07413,1715138100,1.07438,1.07403,1.07413
1.07417,1715139000,1.07418,1.07401,1.07412
1.07413,1715139900,1.07418,1.07404,1.07417
1.07417,1715140800,1.07417,1.07391,1.07413
1.07407,1715141700,1.07423,1.07398,1.07418
1.07412,1715142600,1.07417,1.07401,1.07407
1.07414,1715143500,1.07422,1.07402,1.07412
1.074,1715144400,1.07414,1.07394,1.07414
1.07392,1715145300,1.07407,1.0739,1.074
1.07401,1715146200,1.07412,1.0739,1.07392
1.07413,1715147100,1.07419,1.07387,1.07401
1.07452,1715148000,1.07453,1.07408,1.07411
1.07456,1715148900,1.07475,1.07444,1.07452
1.07453,1715149800,1.07491,1.07453,1.07456
1.07448,1715150700,1.07471,1.07427,1.07453
1.07432,1715151600,1.07462,1.07412,1.07448
1.07415,1715152500,1.07453,1.07383,1.07432
1.07432,1715153400,1.07447,1.07404,1.07415
1.07387,1715154300,1.07437,1.07374,1.07432
1.07394,1715155200,1.07417,1.07351,1.07387
1.07407,1715156100,1.07417,1.07372,1.07394
1.07427,1715157000,1.07441,1.07403,1.07407
1.07443,1715157900,1.07448,1.07414,1.07428
1.07459,1715158800,1.07475,1.07443,1.07443
1.07472,1715159700,1.07492,1.07451,1.07459
1.07502,1715160600,1.07505,1.07465,1.07471
1.07513,1715161500,1.07525,1.07495,1.07502
1.07496,1715162400,1.07529,1.07487,1.07513
1.07523,1715163300,1.07534,1.07492,1.07496
1.07518,1715164200,1.07535,1.07498,1.07523
1.07489,1715165100,1.0753,1.07487,1.07518
1.07485,1715166000,1.07537,1.07479,1.07489
1.07469,1715166900,1.07491,1.07463,1.07485
1.07465,1715167800,1.07484,1.07451,1.07469
1.07461,1715168700,1.07471,1.07441,1.07464
1.07423,1715169600,1.07469,1.07408,1.07462
1.07418,1715170500,1.07444,1.07405,1.07423
1.07461,1715171400,1.07467,1.07401,1.07418
1.0749,1715172300,1.07491,1.07455,1.07461
1.07493,1715173200,1.07519,1.07485,1.0749
1.07501,1715174100,1.07505,1.07463,1.07494
1.07516,1715175000,1.07536,1.07489,1.075
1.07506,1715175900,1.07539,1.07492,1.07516
1.07536,1715176800,1.07542,1.07483,1.07506
1.07533,1715177700,1.07548,1.07508,1.07537
1.07481,1715178600,1.07535,1.07476,1.07531
1.07493,1715179500,1.07499,1.07464,1.07481
1.07469,1715180400,1.0751,1.07443,1.07493
1.07475,1715181300,1.07497,1.07447,1.07469
1.07516,1715182200,1.07518,1.07465,1.07475
1.07548,1715183100,1.07576,1.07512,1.07516
1.0751,1715184000,1.07549,1.07507,1.07549
1.07484,1715184900,1.07518,1.07484,1.0751
1.07461,1715185800,1.0749,1.07447,1.07484
1.07459,1715186700,1.07488,1.07455,1.07461
1.07453,1715187600,1.0747,1.07442,1.07459
1.07448,1715188500,1.07459,1.07438,1.07454
1.07435,1715189400,1.07449,1.0741,1.07448
1.07432,1715190300,1.07436,1.07422,1.07436
1.07418,1715191200,1.07438,1.07412,1.07432
1.07448,1715192100,1.07449,1.07417,1.07418
1.07458,1715193000,1.07466,1.07439,1.07448
1.07453,1715193900,1.07469,1.07452,1.07458
1.07447,1715194800,1.07463,1.07444,1.07452
1.07437,1715195700,1.07455,1.07433,1.07447
1.07443,1715196600,1.07451,1.07433,1.07437
1.07455,1715197500,1.0746,1.07439,1.07443
1.07446,1715198400,1.07459,1.0744,1.07455
1.07453,1715199300,1.07456,1.07444,1.07446
1.0746,1715200200,1.0746,1.07452,1.07453
1.07484,1715201100,1.07485,1.07458,1.07459
1.07473,1715202000,1.07518,1.07464,1.07484
1.07475,1715202900,1.07489,1.07472,1.07473
1.07481,1715203800,1.07483,1.07473,1.07476
1.07492,1715204700,1.07493,1.07479,1.07481
1.07494,1715205600,1.07507,1.07489,1.0749
1.07499,1715206500,1.07502,1.07494,1.07494
1.07494,1715207400,1.07506,1.07493,1.07499
1.0749,1715208300,1.07495,1.07489,1.07495
1.07479,1715209200,1.07496,1.07479,1.0749
1.0747,1715210100,1.07481,1.0747,1.07479
1.07464,1715211000,1.07476,1.07463,1.0747
1.0747,1715211900,1.0747,1.07464,1.07464
1.07432,1715212800,1.07472,1.07427,1.07469
1.0745,1715213700,1.07457,1.07429,1.07432
1.07429,1715214600,1.07459,1.07424,1.0745
1.07431,1715215500,1.07458,1.07425,1.07429
1.0744,1715216400,1.07444,1.07423,1.07432
1.07444,1715217300,1.07456,1.07433,1.07441
1.07481,1715218200,1.07486,1.07442,1.07445
1.07477,1715219100,1.07486,1.07464,1.07481
1.07466,1715220000,1.07484,1.07455,1.07478
1.07461,1715220900,1.07471,1.0746,1.07466
1.0746,1715221800,1.07461,1.07451,1.07461
1.07476,1715222700,1.0748,1.07458,1.07461
1.07489,1715223600,1.0749,1.0747,1.07476
1.07487,1715224500,1.07516,1.07484,1.07489
1.07479,1715225400,1.07488,1.07466,1.07487
1.07477,1715226300,1.07491,1.07475,1.07479
1.07495,1715227200,1.07505,1.07474,1.07477
1.07484,1715228100,1.07497,1.07482,1.07495
1.07468,1715229000,1.07489,1.07468,1.07484
1.07454,1715229900,1.07471,1.07451,1.07468
1.07444,1715230800,1.07465,1.07444,1.07454
1.07453,1715231700,1.07454,1.07438,1.07443
1.07435,1715232600,1.07454,1.07435,1.07453
1.07437,1715233500,1.0745,1.07423,1.07435
1.07427,1715234400,1.07446,1.07423,1.07438
1.07418,1715235300,1.07429,1.0741,1.07426
1.07393,1715236200,1.07427,1.07383,1.07419
1.07374,1715237100,1.07395,1.07362,1.07394
1.07394,1715238000,1.07414,1.07368,1.07374
1.07379,1715238900,1.07402,1.07358,1.07394
1.07316,1715239800,1.07379,1.07316,1.07379
1.07349,1715240700,1.07351,1.07297,1.07316
1.07317,1715241600,1.07353,1.07313,1.07348
1.0729,1715242500,1.07331,1.07285,1.07317
1.07293,1715243400,1.07295,1.07264,1.07289
1.07281,1715244300,1.07315,1.07262,1.07294
1.07278,1715245200,1.07286,1.07263,1.07281
1.07275,1715246100,1.07295,1.07264,1.07278
1.07315,1715247000,1.07315,1.07271,1.07275
1.07304,1715247900,1.07316,1.07299,1.07316
1.07377,1715248800,1.07378,1.07303,1.07306
1.07361,1715249700,1.07386,1.07349,1.07378
1.07358,1715250600,1.07378,1.07354,1.07361
1.07348,1715251500,1.07358,1.0734,1.07358
1.07325,1715252400,1.07362,1.07277,1.07348
1.07303,1715253300,1.07336,1.07303,1.07325
1.07251,1715254200,1.07303,1.07251,1.07303
1.07272,1715255100,1.07323,1.07241,1.07251
1.07329,1715256000,1.07342,1.07272,1.07272
1.07323,1715256900,1.07355,1.07304,1.07329
1.07618,1715257800,1.07624,1.07334,1.07334
1.07593,1715258700,1.07618,1.0756,1.07614
1.0753,1715259600,1.07593,1.07524,1.07593
1.07582,1715260500,1.07616,1.07507,1.0753
1.07638,1715261400,1.07639,1.07574,1.07582
1.07641,1715262300,1.07676,1.07624,1.07638
1.07682,1715263200,1.07711,1.07629,1.07637
1.07755,1715264100,1.07759,1.07668,1.07681
1.07764,1715265000,1.07802,1.07747,1.07755
1.07758,1715265900,1.07766,1.07731,1.07764
1.07804,1715266800,1.07818,1.07752,1.07758
1.07763,1715267700,1.07813,1.07735,1.07804
1.0775,1715268600,1.07774,1.07747,1.07763
1.07704,1715269500,1.07762,1.07693,1.0775
1.07743,1715270400,1.07749,1.07704,1.07704
1.07745,1715271300,1.0778,1.07741,1.07743
1.07746,1715272200,1.07756,1.07717,1.07745
1.07759,1715273100,1.07765,1.07737,1.07746
1.07795,1715274000,1.07796,1.07746,1.07759
1.07798,1715274900,1.07802,1.07771,1.07795
1.07794,1715275800,1.07799,1.07777,1.07798
1.07776,1715276700,1.07802,1.0777,1.07796
1.07764,1715277600,1.07776,1.07758,1.07776
1.07784,1715278500,1.07785,1.07757,1.07764
1.07793,1715279400,1.07795,1.07778,1.07785
1.07819,1715280300,1.07827,1.07789,1.07793
1.07814,1715281200,1.07828,1.07808,1.07819
1.07815,1715282100,1.07822,1.07809,1.07814
1.07831,1715283000,1.07845,1.07811,1.07816
1.07825,1715283900,1.07836,1.07814,1.07831
1.0783,1715284800,1.07834,1.07813,1.07825
1.07824,1715285700,1.07836,1.07823,1.0783
1.07826,1715286600,1.07826,1.07821,1.07824
1.07822,1715287500,1.07827,1.07814,1.07825
1.07817,1715288400,1.07836,1.07812,1.07822
1.07819,1715289300,1.07835,1.07818,1.07818
1.0782,1715290200,1.07825,1.07817,1.07819
1.07815,1715291100,1.07819,1.07812,1.07818
1.07852,1715292000,1.07859,1.07814,1.07815
1.07834,1715292900,1.07858,1.07832,1.07852
1.07834,1715293800,1.0784,1.07828,1.07835
1.07846,1715294700,1.07849,1.07833,1.07834
1.0785,1715295600,1.07854,1.07839,1.07846
1.07845,1715296500,1.0785,1.07837,1.0785
1.07828,1715297400,1.07845,1.07823,1.07845
1.07818,1715298300,1.0783,1.07814,1.07828
1.07803,1715299200,1.07822,1.07789,1.07818
1.07796,1715300100,1.07804,1.07785,1.07803
1.07788,1715301000,1.07798,1.07782,1.07796
1.07792,1715301900,1.07802,1.07766,1.07788
1.07802,1715302800,1.07812,1.07792,1.07792
1.07812,1715303700,1.07826,1.07788,1.07802
1.0778,1715304600,1.07819,1.07776,1.07813
1.07762,1715305500,1.07793,1.07761,1.0778
1.07747,1715306400,1.07776,1.07737,1.07762
1.07746,1715307300,1.07747,1.07732,1.07747
1.07757,1715308200,1.07762,1.07741,1.07746
1.07743,1715309100,1.07761,1.07743,1.07756
1.07751,1715310000,1.07751,1.07739,1.07742
1.07754,1715310900,1.07756,1.07741,1.07751
1.0776,1715311800,1.07766,1.07752,1.07754
1.07761,1715312700,1.07762,1.07755,1.0776
1.07763,1715313600,1.0777,1.07761,1.07761
1.0776,1715314500,1.07766,1.07755,1.07763
1.07762,1715315400,1.07767,1.07757,1.0776
1.0774,1715316300,1.07763,1.0774,1.07762
1.07755,1715317200,1.07764,1.07739,1.0774
1.07762,1715318100,1.07769,1.07752,1.07755
1.0776,1715319000,1.07763,1.07742,1.07762
1.07758,1715319900,1.07767,1.07746,1.07759
1.07814,1715320800,1.07832,1.07756,1.07758
1.07781,1715321700,1.07817,1.07774,1.07813
1.07753,1715322600,1.07785,1.07734,1.07781
1.07769,1715323500,1.07769,1.07716,1.07753
1.0783,1715324400,1.07836,1.07769,1.07769
1.07784,1715325300,1.07829,1.07764,1.07829
1.07818,1715326200,1.07841,1.07786,1.07786
1.07812,1715327100,1.07839,1.078,1.07818
1.07827,1715328000,1.07835,1.07773,1.07812
1.07813,1715328900,1.07868,1.07807,1.07828
1.07807,1715329800,1.07855,1.07803,1.07813
1.07806,1715330700,1.07823,1.07791,1.07807
1.07847,1715331600,1.07848,1.07796,1.07807
1.07856,1715332500,1.07857,1.07828,1.07847
1.07838,1715333400,1.07862,1.07819,1.07856
1.07797,1715334300,1.07841,1.07793,1.07838
1.07781,1715335200,1.07798,1.07756,1.07798
1.07802,1715336100,1.07819,1.07776,1.07781
1.07787,1715337000,1.07813,1.07782,1.07802
1.07782,1715337900,1.07788,1.07762,1.07783
1.07793,1715338800,1.07805,1.07771,1.07784
1.07762,1715339700,1.07799,1.07754,1.07793
1.07772,1715340600,1.07807,1.07759,1.0776
1.07794,1715341500,1.07795,1.07772,1.07772
1.07803,1715342400,1.0781,1.07782,1.07794
1.07783,1715343300,1.07813,1.0778,1.07804
1.07692,1715344200,1.07798,1.07686,1.07783
1.07702,1715345100,1.07719,1.07663,1.07693
1.07753,1715346000,1.07758,1.07697,1.07702
1.07773,1715346900,1.0778,1.07746,1.07753
1.07847,1715347800,1.0785,1.07765,1.0777
1.07875,1715348700,1.07901,1.07847,1.07847
1.07744,1715349600,1.07883,1.07743,1.07872
1.07626,1715350500,1.07743,1.07622,1.07743
1.07663,1715351400,1.07686,1.07627,1.07628
1.07642,1715352300,1.07664,1.07605,1.07663
1.07681,1715353200,1.07681,1.07626,1.07641
1.07691,1715354100,1.0771,1.07672,1.0768
1.07708,1715355000,1.07716,1.07679,1.07692
1.07721,1715355900,1.07724,1.07692,1.07708
1.07747,1715356800,1.07748,1.07696,1.07721
1.07743,1715357700,1.07755,1.07729,1.07747
1.07774,1715358600,1.07775,1.07737,1.07743
1.07759,1715359500,1.07795,1.07752,1.07771
1.07753,1715360400,1.07775,1.07752,1.07759
1.07747,1715361300,1.07762,1.07738,1.07753
1.07762,1715362200,1.07774,1.07742,1.07746
1.07742,1715363100,1.07763,1.07734,1.07763
1.07718,1715364000,1.07743,1.07709,1.07743
1.0771,1715364900,1.07726,1.07706,1.07718
1.07706,1715365800,1.07712,1.07705,1.0771
1.07735,1715366700,1.07737,1.07699,1.07706
1.07729,1715367600,1.07753,1.07723,1.07736
1.07747,1715368500,1.07758,1.07723,1.07729
1.07726,1715369400,1.07747,1.07726,1.07747
1.07718,1715370300,1.07732,1.07718,1.07726
1.0771,1715371200,1.07723,1.07709,1.07718
1.07718,1715372100,1.07723,1.07701,1.0771
1.07696,1715373000,1.07721,1.07695,1.07717
1.07698,1715373900,1.07699,1.07685,1.07697
1.07716,1715558400,1.07724,1.07683,1.07703
1.07692,1715559300,1.07722,1.07685,1.07716
1.07698,1715560200,1.07705,1.07683,1.07692
1.07693,1715561100,1.07706,1.07686,1.07698
1.077,1715562000,1.07719,1.0767,1.07693
1.07718,1715562900,1.07718,1.07687,1.077
1.077,1715563800,1.07732,1.07693,1.07719
1.07689,1715564700,1.07701,1.07677,1.07699
1.07701,1715565600,1.07705,1.07686,1.0769
1.07665,1715566500,1.07708,1.07658,1.07701
1.07691,1715567400,1.07699,1.07661,1.07664
1.07714,1715568300,1.07725,1.07687,1.0769
1.07705,1715569200,1.07718,1.077,1.07714
1.07713,1715570100,1.07719,1.07691,1.07705
1.07713,1715571000,1.07715,1.07706,1.07713
1.07717,1715571900,1.07723,1.07713,1.07713
1.07707,1715572800,1.07725,1.07706,1.07717
1.07707,1715573700,1.07713,1.07705,1.07709
1.07713,1715574600,1.07719,1.07707,1.07707
1.07697,1715575500,1.07713,1.07692,1.07713
1.07712,1715576400,1.07715,1.07696,1.07697
1.07712,1715577300,1.07719,1.07701,1.07712
1.07736,1715578200,1.07739,1.07712,1.07712
1.07731,1715579100,1.07748,1.07726,1.07736
1.07726,1715580000,1.07758,1.07726,1.07731
1.07739,1715580900,1.07749,1.07722,1.07726
1.07729,1715581800,1.07746,1.07722,1.07739
1.07701,1715582700,1.07739,1.07688,1.0773
1.07697,1715583600,1.07739,1.07692,1.07702
1.07764,1715584500,1.07775,1.07696,1.07697
1.07778,1715585400,1.07799,1.0775,1.07764
1.07757,1715586300,1.07788,1.07742,1.07778
1.07788,1715587200,1.0779,1.07737,1.07757
1.07769,1715588100,1.07797,1.07759,1.07789
1.07792,1715589000,1.07803,1.07767,1.07769
1.07838,1715589900,1.07846,1.07792,1.07794
1.07857,1715590800,1.07889,1.07838,1.07838
1.07843,1715591700,1.0787,1.07842,1.07857
1.07838,1715592600,1.07847,1.07817,1.07844
1.07828,1715593500,1.07843,1.07816,1.07839
1.07844,1715594400,1.07851,1.07814,1.07828
1.07822,1715595300,1.07847,1.07811,1.07844
1.07794,1715596200,1.0783,1.07774,1.07822
1.07819,1715597100,1.07823,1.07786,1.07794
1.07851,1715598000,1.07853,1.07813,1.07818
1.07855,1715598900,1.07866,1.07842,1.07851
1.07887,1715599800,1.07888,1.07853,1.07855
1.07893,1715600700,1.07945,1.07877,1.07886
1.07963,1715601600,1.07976,1.0789,1.07894
1.07968,1715602500,1.07984,1.07956,1.07963
1.07966,1715603400,1.07985,1.07958,1.07968
1.07982,1715604300,1.07998,1.07948,1.07965
1.08007,1715605200,1.08007,1.0797,1.07983
1.08039,1715606100,1.08043,1.08009,1.08009
1.0803,1715607000,1.08067,1.08015,1.08038
1.08042,1715607900,1.08053,1.0803,1.0803
1.07984,1715608800,1.08043,1.07958,1.08042
1.08031,1715609700,1.08054,1.07983,1.07984
1.08048,1715610600,1.0805,1.08003,1.08031
1.0804,1715611500,1.08054,1.08026,1.08048
1.07928,1715612400,1.08042,1.07911,1.0804
1.07902,1715613300,1.07942,1.07898,1.07928
1.07923,1715614200,1.07938,1.07895,1.07902
1.07955,1715615100,1.07955,1.07922,1.07923
1.07975,1715616000,1.07983,1.07953,1.07955
1.07981,1715616900,1.07989,1.07969,1.07975
1.07963,1715617800,1.07985,1.07963,1.07981
1.07935,1715618700,1.07967,1.07933,1.07964
1.07871,1715619600,1.07941,1.0787,1.07935
1.07916,1715620500,1.07919,1.0787,1.07871
1.07919,1715621400,1.0793,1.07904,1.07917
1.07917,1715622300,1.07941,1.07914,1.07918
1.07904,1715623200,1.07917,1.07891,1.07917
